property_type,area_type,availability,location,bedroom,area,bath,balcony,price_per_sqft,price,built_up_area
flat,Super built-up  Area,Ready To Move,kasavanhalli,2,1069.0,2,2,5145.0,0.55,908.65
flat,Built-up  Area,Ready To Move,attibele,3,2400.0,3,3,5000.0,1.2,2400.0
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,3,2100.0,3,2,9048.0,1.9,1785.0
flat,Built-up  Area,Under Construction,thanisandra,4,1917.0,4,2,6781.0,1.3,1917.0
flat,Super built-up  Area,Ready To Move,other,3,1801.0,3,2,7718.0,1.39,1530.85
flat,Built-up  Area,Ready To Move,kundalahalli,3,1800.0,3,2,6111.0,1.1,1800.0
flat,Built-up  Area,Ready To Move,bannerghatta road,3,1788.0,3,2,5034.0,0.9,1788.0
flat,Super built-up  Area,Ready To Move,sarjapur  road,2,994.0,2,2,4527.0,0.45,844.9
flat,Super built-up  Area,Ready To Move,other,2,1070.0,2,1,4860.0,0.52,909.5
flat,Super built-up  Area,Ready To Move,other,3,1360.0,2,2,5368.0,0.73,1156.0
flat,Super built-up  Area,Under Construction,bannerghatta road,1,595.0,1,1,5378.0,0.32,505.75
flat,Super built-up  Area,Ready To Move,gollarapalya hosahalli,3,1318.0,3,1,4097.0,0.54,1120.3
flat,Super built-up  Area,Ready To Move,hennur road,3,1186.0,2,1,4722.0,0.56,1008.1
flat,Super built-up  Area,Ready To Move,raja rajeshwari nagar,2,1110.0,2,1,4685.0,0.52,943.5
house,Plot  Area,Ready To Move,battarahalli,2,1200.0,2,1,5417.0,0.65,1200.0
flat,Super built-up  Area,Ready To Move,marathahalli,2,1071.0,2,2,4855.0,0.52,910.35
flat,Super built-up  Area,Ready To Move,chandapura,3,1505.0,2,2,2791.0,0.42,1279.25
flat,Super built-up  Area,Ready To Move,horamavu banaswadi,2,1357.0,2,2,3979.0,0.54,1153.45
flat,Super built-up  Area,Ready To Move,sultan palaya,2,1100.0,2,1,4091.0,0.45,935.0
flat,Super built-up  Area,Ready To Move,uttarahalli,3,1425.0,2,2,4491.0,0.64,1211.25
flat,Super built-up  Area,Ready To Move,hebbal,3,1900.0,3,2,6263.0,1.19,1615.0
flat,Super built-up  Area,Ready To Move,other,3,1475.0,3,2,4746.0,0.7,1253.75
flat,Super built-up  Area,Ready To Move,mysore road,2,1170.0,2,2,5556.0,0.65,994.5
flat,Super built-up  Area,Ready To Move,kr puram,3,1930.0,2,2,3005.0,0.58,1640.5
flat,Super built-up  Area,Ready To Move,yelahanka,3,1610.0,4,2,5280.0,0.85,1368.5
flat,Built-up  Area,Ready To Move,other,2,1370.0,2,2,5474.0,0.75,1370.0
flat,Super built-up  Area,Under Construction,marathahalli,1,700.0,1,1,5429.0,0.38,595.0
flat,Super built-up  Area,Ready To Move,sarjapur  road,3,1660.0,3,2,6988.0,1.16,1411.0
flat,Super built-up  Area,Under Construction,electronic city phase ii,2,1116.0,2,2,3584.0,0.4,948.6
flat,Super built-up  Area,Ready To Move,other,3,1515.0,3,3,6205.0,0.94,1287.75
flat,Super built-up  Area,Ready To Move,ambalipura,1,770.0,1,2,5714.0,0.44,654.5
house,Plot  Area,Ready To Move,other,2,1200.0,2,1,5083.0,0.61,1200.0
flat,Super built-up  Area,Under Construction,other,3,1936.0,2,2,2789.0,0.54,1645.6
house,Plot  Area,Under Construction,other,3,1200.0,3,2,6000.0,0.72,1200.0
flat,Super built-up  Area,Ready To Move,green glen layout,3,1752.0,3,2,5993.0,1.05,1489.2
flat,Super built-up  Area,Ready To Move,other,3,1450.0,3,2,5172.0,0.75,1232.5
flat,Built-up  Area,Ready To Move,haralur road,2,1088.0,2,1,6250.0,0.68,1088.0
flat,Super built-up  Area,Ready To Move,5th phase jp nagar,2,1075.0,2,2,5581.0,0.6,913.75
flat,Super built-up  Area,Ready To Move,kanakpura road,3,1691.2,3,1,6800.0,1.15,1437.52
flat,Carpet  Area,Ready To Move,kaggadasapura,2,1215.0,2,3,3539.0,0.43,1336.5
flat,Super built-up  Area,Ready To Move,sector 2 hsr layout,2,1231.0,2,3,5361.0,0.66,1046.35
flat,Super built-up  Area,Ready To Move,kanakpura road,3,1450.0,3,3,3793.0,0.55,1232.5
flat,Super built-up  Area,Ready To Move,bommanahalli,2,1160.0,2,3,4569.0,0.53,986.0
flat,Super built-up  Area,Under Construction,hoodi,2,1447.0,3,2,5252.0,0.76,1229.95
flat,Super built-up  Area,Ready To Move,other,2,900.0,2,1,7778.0,0.7,765.0
flat,Super built-up  Area,Ready To Move,kaggadasapura,2,1180.0,1,0,4237.0,0.5,1003.0
flat,Super built-up  Area,Under Construction,kr puram,2,1085.0,2,1,4240.0,0.46,922.25
flat,Super built-up  Area,Ready To Move,chandapura,3,1095.0,2,2,2922.0,0.32,930.75
flat,Built-up  Area,Ready To Move,battarahalli,4,2700.0,3,0,2778.0,0.75,2700.0
house,Plot  Area,Under Construction,channasandra,2,1200.0,2,1,3833.0,0.46,1200.0
flat,Super built-up  Area,Ready To Move,rajaji nagar,3,1800.0,3,2,13333.0,2.4,1530.0
flat,Super built-up  Area,Ready To Move,other,3,1800.0,3,2,4889.0,0.88,1530.0
flat,Super built-up  Area,Ready To Move,balagere,2,1007.0,2,1,6554.0,0.66,855.9499999999999
flat,Built-up  Area,Ready To Move,bannerghatta road,3,1100.0,2,2,4727.0,0.52,1100.0
flat,Built-up  Area,Ready To Move,uttarahalli,3,1480.0,2,1,3919.0,0.58,1480.0
flat,Super built-up  Area,Under Construction,electronics city phase 1,2,1335.0,2,2,5019.0,0.67,1134.75
flat,Super built-up  Area,Ready To Move,other,3,1560.0,3,3,7372.0,1.15,1326.0
flat,Built-up  Area,Under Construction,other,3,1220.0,2,1,2869.0,0.35,1220.0
flat,Super built-up  Area,Ready To Move,ardendale,2,1100.0,2,1,4364.0,0.48,935.0
house,Plot  Area,Ready To Move,other,4,3700.0,4,2,10811.0,4.0,3700.0
house,Plot  Area,Under Construction,other,3,1200.0,3,1,4750.0,0.57,1200.0
flat,Built-up  Area,Ready To Move,hegde nagar,6,3000.0,7,2,7000.0,2.1,3000.0
house,Plot  Area,Ready To Move,tc palaya,3,1350.0,2,1,5556.0,0.75,1350.0
flat,Built-up  Area,Ready To Move,7th phase jp nagar,3,1275.0,2,2,6902.0,0.88,1275.0
flat,Built-up  Area,Ready To Move,hoodi,2,985.0,2,2,6802.0,0.67,985.0
flat,Super built-up  Area,Under Construction,kadugodi,3,1762.0,3,3,6243.0,1.1,1497.7
house,Plot  Area,Ready To Move,sarjapur,3,2250.0,3,2,6578.0,1.48,2250.0
flat,Super built-up  Area,Under Construction,whitefield,3,1655.0,3,3,7251.0,1.2,1406.75
flat,Super built-up  Area,Under Construction,hosur road,3,1250.0,2,2,4000.0,0.5,1062.5
flat,Built-up  Area,Ready To Move,btm 2nd stage,2,1280.0,2,2,6250.0,0.8,1280.0
house,Plot  Area,Ready To Move,other,5,2400.0,4,1,9375.0,2.25,2400.0
flat,Super built-up  Area,Ready To Move,mallasandra,2,1325.0,2,1,5283.0,0.7,1126.25
flat,Built-up  Area,Ready To Move,banashankari,2,1186.0,2,3,5481.0,0.65,1186.0
flat,Built-up  Area,Ready To Move,ramamurthy nagar,3,2316.0,3,0,5397.0,1.25,2316.0
flat,Super built-up  Area,Ready To Move,marathahalli,2,957.0,2,1,4911.0,0.47,813.4499999999999
flat,Built-up  Area,Ready To Move,other,2,1040.0,2,2,7500.0,0.78,1040.0
flat,Built-up  Area,Ready To Move,kanakpura road,3,1737.0,3,3,4893.0,0.85,1737.0
flat,Super built-up  Area,Ready To Move,bommanahalli,2,1050.0,2,2,4381.0,0.46,892.5
flat,Super built-up  Area,Under Construction,marathahalli,3,2122.0,3,2,5891.0,1.25,1803.7
flat,Super built-up  Area,Ready To Move,kothanur,3,1583.0,3,3,4801.0,0.76,1345.55
flat,Super built-up  Area,Ready To Move,uttarahalli,2,1160.0,2,2,3534.0,0.41,986.0
flat,Super built-up  Area,Ready To Move, devarachikkanahalli,3,1700.0,3,1,4176.0,0.71,1445.0
flat,Built-up  Area,Under Construction,other,2,1116.0,2,1,3405.0,0.38,1116.0
house,Plot  Area,Ready To Move,other,2,1245.0,2,1,9639.0,1.2,1245.0
flat,Super built-up  Area,Ready To Move,bommasandra,2,1014.0,2,1,3452.0,0.35,861.9
flat,Super built-up  Area,Under Construction,tc palaya,3,1330.0,3,3,3534.0,0.47,1130.5
flat,Super built-up  Area,Ready To Move,amruthahalli,2,1025.0,2,1,4098.0,0.42,871.25
flat,Super built-up  Area,Under Construction,mysore road,2,1200.0,2,3,5417.0,0.65,1020.0
flat,Super built-up  Area,Ready To Move,other,3,1625.0,3,3,5662.0,0.92,1381.25
flat,Super built-up  Area,Ready To Move,other,4,4104.0,4,3,8772.0,3.6,3488.4
flat,Super built-up  Area,Ready To Move,thanisandra,3,1430.0,2,3,3846.0,0.55,1215.5
flat,Carpet  Area,Ready To Move,other,4,4500.0,3,0,5000.0,2.25,4950.0
flat,Built-up  Area,Ready To Move,1st phase jp nagar,1,839.9,1,1,7501.0,0.63,839.9
flat,Super built-up  Area,Ready To Move,begur road,2,1160.0,2,2,3103.0,0.36,986.0
flat,Super built-up  Area,Ready To Move,other,3,2400.0,3,1,11250.0,2.7,2040.0
flat,Built-up  Area,Ready To Move,bannerghatta road,3,1270.0,2,1,5748.0,0.73,1270.0
flat,Super built-up  Area,Ready To Move,other,3,1300.0,2,1,3769.0,0.49,1105.0
flat,Built-up  Area,Under Construction,kudlu gate,2,1336.0,2,1,6437.0,0.86,1336.0
flat,Built-up  Area,Ready To Move,rajaji nagar,2,720.0,2,2,9028.0,0.65,720.0
flat,Built-up  Area,Ready To Move,anjanapura,2,950.0,2,0,3368.0,0.32,950.0
flat,Built-up  Area,Ready To Move,kanakpura road,3,1558.7,2,2,4170.0,0.65,1558.7
flat,Super built-up  Area,Ready To Move,raja rajeshwari nagar,3,1400.0,2,2,3429.0,0.48,1190.0
flat,Super built-up  Area,Ready To Move,brookefield,2,1139.0,2,2,7024.0,0.8,968.15
flat,Super built-up  Area,Ready To Move,kereguddadahalli,2,1015.0,2,1,3448.0,0.35,862.75
flat,Super built-up  Area,Ready To Move,malleshwaram,2,1020.0,2,1,7843.0,0.8,867.0
flat,Super built-up  Area,Under Construction,electronic city phase ii,3,1336.0,2,3,3743.0,0.5,1135.6
flat,Super built-up  Area,Ready To Move,yelahanka,3,1391.0,2,2,4601.0,0.64,1182.35
flat,Super built-up  Area,Ready To Move,other,2,1400.0,2,2,4643.0,0.65,1190.0
flat,Built-up  Area,Ready To Move,gottigere,4,2000.0,4,2,4100.0,0.82,2000.0
flat,Super built-up  Area,Under Construction,kr puram,2,1100.0,2,1,4273.0,0.47,935.0
flat,Super built-up  Area,Ready To Move,other,3,1400.0,3,2,6429.0,0.9,1190.0
flat,Super built-up  Area,Under Construction,jakkur,2,1282.0,2,1,5616.0,0.72,1089.7
flat,Super built-up  Area,Ready To Move,sarjapur  road,3,1347.0,2,1,3267.0,0.44,1144.95
flat,Super built-up  Area,Ready To Move,other,3,1717.0,3,3,5766.0,0.99,1459.45
flat,Super built-up  Area,Ready To Move,rajaji nagar,2,1718.0,3,2,16764.0,2.88,1460.3
flat,Super built-up  Area,Ready To Move,other,3,1540.0,3,2,9740.0,1.5,1309.0
house,Plot  Area,Ready To Move,other,3,1320.0,2,1,7197.0,0.95,1320.0
flat,Super built-up  Area,Ready To Move,other,3,1176.0,2,1,3827.0,0.45,999.6
flat,Built-up  Area,Ready To Move,uttarahalli,2,1002.0,2,1,3992.0,0.4,1002.0
flat,Carpet  Area,Ready To Move,ramagondanahalli,3,1500.0,3,3,6667.0,1.0,1650.0000000000002
flat,Built-up  Area,Ready To Move,singasandra,3,1440.0,2,3,4514.0,0.65,1440.0
flat,Super built-up  Area,Ready To Move,marathahalli,3,1200.0,2,1,4833.0,0.58,1020.0
flat,Super built-up  Area,Under Construction,cv raman nagar,2,1225.0,2,2,3918.0,0.48,1041.25
flat,Built-up  Area,Ready To Move,kasavanhalli,3,1719.0,3,2,6748.0,1.16,1719.0
flat,Built-up  Area,Ready To Move,other,3,1480.0,2,0,9797.0,1.45,1480.0
flat,Super built-up  Area,Ready To Move,kalena agrahara,2,1354.0,2,2,5170.0,0.7,1150.9
flat,Super built-up  Area,Ready To Move,sarjapur  road,4,1863.0,3,2,5582.0,1.04,1583.55
flat,Super built-up  Area,Ready To Move,other,3,1600.0,3,2,4750.0,0.76,1360.0
flat,Super built-up  Area,Ready To Move,other,3,1500.0,3,1,6000.0,0.9,1275.0
flat,Built-up  Area,Ready To Move,jalahalli,3,1770.0,3,3,5650.0,1.0,1770.0
flat,Super built-up  Area,Under Construction,chandapura,2,674.0,1,1,2967.0,0.2,572.9
flat,Super built-up  Area,Ready To Move,rajaji nagar,6,3000.0,6,3,8333.0,2.5,2550.0
flat,Super built-up  Area,Under Construction,kengeri,1,416.0,1,1,4087.0,0.17,353.6
flat,Built-up  Area,Ready To Move,other,5,3000.0,4,0,10000.0,3.0,3000.0
flat,Super built-up  Area,Ready To Move,kasavanhalli,4,1863.0,3,2,5636.0,1.05,1583.55
flat,Super built-up  Area,Ready To Move,hegde nagar,3,1801.0,3,2,6385.0,1.15,1530.85
flat,Built-up  Area,Under Construction,ramamurthy nagar,2,1334.0,2,1,5022.0,0.67,1334.0
flat,Built-up  Area,Ready To Move,ulsoor,3,2700.0,3,1,16667.0,4.5,2700.0
flat,Super built-up  Area,Ready To Move,whitefield,2,1280.0,2,2,5859.0,0.75,1088.0
flat,Super built-up  Area,Ready To Move,kudlu,4,2100.0,3,1,5429.0,1.14,1785.0
flat,Built-up  Area,Ready To Move,kaggadasapura,4,2150.0,4,1,4651.0,1.0,2150.0
flat,Super built-up  Area,Ready To Move,poorna pragna layout,3,1270.0,2,2,4016.0,0.51,1079.5
house,Plot  Area,Ready To Move,kammanahalli,2,1200.0,1,1,6750.0,0.81,1200.0
flat,Super built-up  Area,Under Construction,whitefield,2,1216.0,2,1,5674.0,0.69,1033.6
flat,Super built-up  Area,Ready To Move,thanisandra,2,1050.0,2,2,4286.0,0.45,892.5
flat,Super built-up  Area,Ready To Move,kaggadasapura,2,1150.0,2,3,3652.0,0.42,977.5
flat,Super built-up  Area,Under Construction,vijayanagar,3,2047.0,3,2,6644.0,1.36,1739.95
flat,Built-up  Area,Ready To Move,electronic city phase ii,2,1253.0,2,1,5267.0,0.66,1253.0
flat,Super built-up  Area,Ready To Move,bannerghatta road,2,1400.0,2,2,5571.0,0.78,1190.0
flat,Super built-up  Area,Ready To Move,other,2,1245.0,1,3,4819.0,0.6,1058.25
flat,Super built-up  Area,Ready To Move,sahakara nagar,3,2200.0,3,2,4455.0,0.98,1870.0
flat,Super built-up  Area,Ready To Move,other,2,1196.0,2,2,4766.0,0.57,1016.6
flat,Super built-up  Area,Under Construction,hennur road,2,1359.0,2,2,7653.0,1.04,1155.15
flat,Super built-up  Area,Ready To Move,other,2,1500.0,2,2,12333.0,1.85,1275.0
flat,Super built-up  Area,Ready To Move,nagavarapalya,2,907.0,2,2,4190.0,0.38,770.9499999999999
flat,Super built-up  Area,Ready To Move,kadubeesanahalli,2,1257.0,2,2,7399.0,0.93,1068.45
flat,Super built-up  Area,Ready To Move,jigani,3,1221.0,3,3,4259.0,0.52,1037.85
house,Plot  Area,Ready To Move,whitefield,3,1200.0,3,1,4750.0,0.57,1200.0
flat,Super built-up  Area,Ready To Move,other,2,1176.0,2,2,3741.0,0.44,999.6
flat,Super built-up  Area,Under Construction,hennur road,2,1232.0,2,1,6006.0,0.74,1047.2
flat,Super built-up  Area,Ready To Move,uttarahalli,2,1065.0,2,1,4038.0,0.43,905.25
flat,Super built-up  Area,Under Construction,kengeri,1,416.0,1,1,4808.0,0.2,353.6
flat,Super built-up  Area,Ready To Move,raja rajeshwari nagar,3,1530.0,3,3,3399.0,0.52,1300.5
flat,Super built-up  Area,Ready To Move,hennur road,3,1832.0,3,1,6823.0,1.25,1557.2
flat,Super built-up  Area,Under Construction,bhoganhalli,2,1444.0,2,1,5263.0,0.76,1227.4
flat,Super built-up  Area,Under Construction,other,2,1095.0,2,2,5114.0,0.56,930.75
flat,Super built-up  Area,Ready To Move,jigani,3,1245.0,3,3,5301.0,0.66,1058.25
house,Plot  Area,Ready To Move,other,3,2400.0,4,1,5417.0,1.3,2400.0
flat,Super built-up  Area,Ready To Move,brookefield,3,1594.0,3,2,8783.0,1.4,1354.9
flat,Built-up  Area,Ready To Move,other,4,1200.0,4,1,11667.0,1.4,1200.0
flat,Super built-up  Area,Under Construction,talaghattapura,3,1868.0,3,1,6478.0,1.21,1587.8
flat,Super built-up  Area,Ready To Move,bellandur,3,2400.0,3,2,4792.0,1.15,2040.0
flat,Built-up  Area,Ready To Move,hsr layout,5,3500.0,5,0,10000.0,3.5,3500.0
flat,Super built-up  Area,Under Construction,other,3,1250.0,3,2,3440.0,0.43,1062.5
house,Plot  Area,Ready To Move,other,4,6688.0,6,1,10467.0,7.0,6688.0
flat,Super built-up  Area,Under Construction,old madras road,2,1165.0,2,1,3519.0,0.41,990.25
flat,Super built-up  Area,Ready To Move,kanakpura road,3,1419.6,2,1,4156.0,0.59,1206.66
flat,Built-up  Area,Ready To Move,basavangudi,2,1560.0,2,2,9295.0,1.45,1560.0
flat,Super built-up  Area,Under Construction,old madras road,3,1350.0,3,0,4074.0,0.55,1147.5
flat,Super built-up  Area,Ready To Move,rachenahalli,2,1113.0,2,1,4942.0,0.55,946.05
flat,Built-up  Area,Ready To Move,other,3,1490.0,2,1,7718.0,1.15,1490.0
flat,Super built-up  Area,Ready To Move,haralur road,2,1300.0,2,2,5615.0,0.73,1105.0
flat,Super built-up  Area,Ready To Move,budigere,2,1444.0,2,2,4848.0,0.7,1227.4
flat,Super built-up  Area,Ready To Move,hebbal,3,1760.0,3,2,6989.0,1.23,1496.0
flat,Super built-up  Area,Ready To Move,jalahalli,2,905.0,2,2,6077.0,0.55,769.25
house,Plot  Area,Ready To Move,other,3,1200.0,3,0,11667.0,1.4,1200.0
flat,Built-up  Area,Ready To Move,other,4,4800.0,5,3,13104.0,6.29,4800.0
flat,Super built-up  Area,Ready To Move,brookefield,3,1589.0,3,2,4657.0,0.74,1350.65
flat,Super built-up  Area,Ready To Move,gubbalala,3,1650.0,3,2,4303.0,0.71,1402.5
flat,Built-up  Area,Under Construction,kanakpura road,2,2200.0,2,0,2818.0,0.62,2200.0
flat,Super built-up  Area,Under Construction,electronic city phase ii,3,1220.0,2,1,2869.0,0.35,1037.0
flat,Super built-up  Area,Under Construction,other,3,1320.0,2,2,5530.0,0.73,1122.0
house,Plot  Area,Ready To Move,other,4,1200.0,4,1,12500.0,1.5,1200.0
flat,Built-up  Area,Ready To Move,begur road,3,1400.0,2,3,3571.0,0.5,1400.0
flat,Built-up  Area,Ready To Move,kothannur,2,1100.0,2,2,3636.0,0.4,1100.0
flat,Built-up  Area,Ready To Move,hennur road,3,2160.0,3,2,7407.0,1.6,2160.0
flat,Super built-up  Area,Ready To Move,other,3,995.0,2,2,3518.0,0.35,845.75
house,Plot  Area,Ready To Move,sahakara nagar,2,1200.0,2,1,11333.0,1.36,1200.0
flat,Super built-up  Area,Ready To Move,other,2,1190.0,2,1,4034.0,0.48,1011.5
flat,Super built-up  Area,Ready To Move,sarakki nagar,4,3126.0,5,3,11036.0,3.45,2657.1
flat,Super built-up  Area,Under Construction,chandapura,1,520.0,1,1,2692.0,0.14,442.0
flat,Super built-up  Area,Ready To Move,iblur village,5,5384.0,5,3,7801.0,4.2,4576.4
flat,Super built-up  Area,Ready To Move,other,1,600.0,1,0,7500.0,0.45,510.0
flat,Built-up  Area,Ready To Move,mallasandra,2,1325.0,2,2,5509.0,0.73,1325.0
flat,Super built-up  Area,Ready To Move,kodichikkanahalli,3,1310.0,2,2,4046.0,0.53,1113.5
flat,Super built-up  Area,Ready To Move,banashankari,3,1886.0,3,2,10870.0,2.05,1603.1
flat,Super built-up  Area,Ready To Move,sarjapur  road,4,1800.0,3,1,5000.0,0.9,1530.0
flat,Super built-up  Area,Ready To Move,other,1,540.0,1,2,4444.0,0.24,459.0
flat,Super built-up  Area,Ready To Move,bellandur,2,1088.0,2,2,4412.0,0.48,924.8
flat,Super built-up  Area,Ready To Move,thanisandra,2,1140.0,2,1,3421.0,0.39,969.0
flat,Built-up  Area,Ready To Move,other,2,950.0,2,1,4632.0,0.44,950.0
flat,Built-up  Area,Ready To Move,mysore road,1,500.0,1,1,3600.0,0.18,500.0
flat,Super built-up  Area,Ready To Move,kalena agrahara,3,1837.0,2,2,5171.0,0.95,1561.45
flat,Super built-up  Area,Ready To Move,other,3,1269.0,2,2,4965.0,0.63,1078.65
flat,Built-up  Area,Ready To Move,yelahanka new town,1,450.0,1,0,3556.0,0.16,450.0
flat,Super built-up  Area,Ready To Move,sarjapur,2,1124.0,2,1,2669.0,0.3,955.4
flat,Super built-up  Area,Ready To Move,chandapura,2,922.0,2,1,3905.0,0.36,783.6999999999999
flat,Built-up  Area,Ready To Move,kaggadasapura,3,1470.0,2,2,5102.0,0.75,1470.0
flat,Super built-up  Area,Under Construction,sarjapur  road,2,858.0,2,1,3730.0,0.32,729.3
flat,Super built-up  Area,Ready To Move,uttarahalli,3,1312.5,3,0,3886.0,0.51,1115.625
flat,Built-up  Area,Ready To Move,naganathapura,1,1200.0,1,0,3333.0,0.4,1200.0
flat,Super built-up  Area,Under Construction,other,2,1225.0,2,2,3837.0,0.47,1041.25
flat,Super built-up  Area,Under Construction,ramagondanahalli,2,1151.0,2,2,3997.0,0.46,978.35
flat,Super built-up  Area,Ready To Move,thigalarapalya,4,3122.0,5,2,7207.0,2.25,2653.7
flat,Built-up  Area,Ready To Move,other,2,1220.0,2,0,4590.0,0.56,1220.0
flat,Super built-up  Area,Ready To Move,hennur road,2,1310.0,2,1,5038.0,0.66,1113.5
flat,Super built-up  Area,Under Construction,other,3,1824.0,3,3,6853.0,1.25,1550.4
flat,Super built-up  Area,Under Construction,hegde nagar,3,2087.0,3,2,5510.0,1.15,1773.95
flat,Super built-up  Area,Ready To Move,other,2,985.0,2,1,15838.0,1.56,837.25
flat,Super built-up  Area,Under Construction,kanakpura road,3,1591.0,3,1,7668.0,1.22,1352.35
flat,Built-up  Area,Under Construction,sarjapur  road,2,1060.0,2,1,4717.0,0.5,1060.0
flat,Built-up  Area,Ready To Move,other,4,3500.0,4,0,4286.0,1.5,3500.0
flat,Super built-up  Area,Under Construction,ramagondanahalli,2,1235.0,2,1,3806.0,0.47,1049.75
house,Plot  Area,Ready To Move,brookefield,3,1200.0,3,2,11667.0,1.4,1200.0
flat,Built-up  Area,Ready To Move,other,4,2400.0,5,3,7500.0,1.8,2400.0
flat,Super built-up  Area,Ready To Move,banashankari stage iii,3,1305.0,2,1,4598.0,0.6,1109.25
flat,Super built-up  Area,Ready To Move,rajaji nagar,3,1640.0,3,3,13598.0,2.23,1394.0
flat,Super built-up  Area,Ready To Move,other,2,1000.0,2,1,5100.0,0.51,850.0
flat,Super built-up  Area,Ready To Move,other,2,1350.0,2,3,5926.0,0.8,1147.5
flat,Built-up  Area,Ready To Move,thanisandra,3,1678.0,3,2,7449.0,1.25,1678.0
flat,Super built-up  Area,Under Construction,old madras road,2,2640.0,2,1,6439.0,1.7,2244.0
flat,Built-up  Area,Under Construction,1st block jayanagar,3,1200.0,2,0,10833.0,1.3,1200.0
flat,Super built-up  Area,Ready To Move,dasanapura,3,1286.0,3,2,4743.0,0.61,1093.1
flat,Super built-up  Area,Ready To Move,doddathoguru,2,915.0,2,1,3497.0,0.32,777.75
flat,Carpet  Area,Ready To Move,chikkalasandra,2,875.0,2,3,6057.0,0.53,962.5
flat,Super built-up  Area,Ready To Move,electronics city phase 1,1,360.0,1,0,4722.0,0.17,306.0
flat,Super built-up  Area,Under Construction,hoodi,2,1240.0,2,3,3548.0,0.44,1054.0
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,2,1075.0,2,1,4000.0,0.43,913.75
flat,Built-up  Area,Ready To Move,raja rajeshwari nagar,3,1395.0,2,2,5161.0,0.72,1395.0
flat,Super built-up  Area,Ready To Move,other,3,2500.0,3,3,3000.0,0.75,2125.0
flat,Super built-up  Area,Ready To Move,rajaji nagar,3,2415.0,3,2,16522.0,3.99,2052.75
flat,Built-up  Area,Ready To Move,sanjay nagar,2,1150.0,2,0,6087.0,0.7,1150.0
flat,Super built-up  Area,Ready To Move,bellandur,3,1605.0,3,2,5296.0,0.85,1364.25
flat,Built-up  Area,Ready To Move,kalena agrahara,2,980.0,2,1,4082.0,0.4,980.0
flat,Super built-up  Area,Ready To Move,other,2,1394.0,2,3,3730.0,0.52,1184.9
flat,Super built-up  Area,Under Construction,anekal,2,625.0,1,1,4000.0,0.25,531.25
flat,Super built-up  Area,Ready To Move,other,3,1578.0,3,1,11407.0,1.8,1341.3
flat,Super built-up  Area,Ready To Move,electronic city,2,1000.0,2,3,2500.0,0.25,850.0
flat,Super built-up  Area,Ready To Move,yelahanka,2,1036.0,2,2,3764.0,0.39,880.6
flat,Super built-up  Area,Ready To Move,7th phase jp nagar,3,1675.0,2,2,8060.0,1.35,1423.75
flat,Built-up  Area,Ready To Move,other,2,1100.0,2,2,5182.0,0.57,1100.0
flat,Super built-up  Area,Ready To Move,nagarbhavi,2,1120.0,2,3,4732.0,0.53,952.0
flat,Super built-up  Area,Ready To Move,domlur,2,1246.0,2,1,7624.0,0.95,1059.1
flat,Super built-up  Area,Ready To Move,banashankari,1,720.0,1,1,8333.0,0.6,612.0
flat,Super built-up  Area,Under Construction,sarjapur  road,2,1346.0,2,1,5498.0,0.74,1144.1
flat,Built-up  Area,Ready To Move,uttarahalli,3,1650.0,2,1,3030.0,0.5,1650.0
flat,Super built-up  Area,Ready To Move,hoskote,3,1740.0,3,3,3448.0,0.6,1479.0
flat,Super built-up  Area,Under Construction,kanakapura,2,929.0,2,1,4952.0,0.46,789.65
flat,Super built-up  Area,Under Construction,whitefield,3,1655.0,3,1,6828.0,1.13,1406.75
flat,Super built-up  Area,Ready To Move,other,2,900.0,2,1,5000.0,0.45,765.0
flat,Super built-up  Area,Ready To Move,banashankari stage v,3,1315.0,2,2,3726.0,0.49,1117.75
flat,Super built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2,1,3070.0,0.33,913.75
flat,Super built-up  Area,Ready To Move,whitefield,3,1626.0,3,3,5228.0,0.85,1382.1
flat,Super built-up  Area,Ready To Move,bommasandra,2,877.0,2,1,3307.0,0.29,745.4499999999999
flat,Built-up  Area,Ready To Move,other,2,1200.0,2,1,5167.0,0.62,1200.0
flat,Built-up  Area,Ready To Move,rajaji nagar,1,660.0,1,0,11364.0,0.75,660.0
flat,Super built-up  Area,Ready To Move,bisuvanahalli,3,1075.0,2,1,2884.0,0.31,913.75
flat,Super built-up  Area,Ready To Move,thigalarapalya,4,3122.0,6,2,7527.0,2.35,2653.7
flat,Super built-up  Area,Ready To Move,other,2,800.0,1,1,3625.0,0.29,680.0
flat,Built-up  Area,Ready To Move,sarjapur  road,3,1750.0,3,3,5657.0,0.99,1750.0
flat,Built-up  Area,Ready To Move,jakkur,3,1220.0,2,2,4016.0,0.49,1220.0
flat,Super built-up  Area,Ready To Move,padmanabhanagar,2,1067.0,2,2,4873.0,0.52,906.95
flat,Super built-up  Area,Ready To Move,electronic city,2,1110.0,2,1,3604.0,0.4,943.5
flat,Super built-up  Area,Ready To Move,kalena agrahara,2,800.0,2,2,3750.0,0.3,680.0
flat,Built-up  Area,Ready To Move,other,3,1850.0,3,3,5297.0,0.98,1850.0
flat,Super built-up  Area,Under Construction,kudlu gate,3,1432.0,2,2,4260.0,0.61,1217.2
